loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
10000, 60 months,10.64,215.64,B,B2,10+ years,MORTGAGE,128000.0,Verified,Aug-2013,Fully Paid,debt_consolidation,13.6,Oct-1998,15.0,0.0,556,0.6,49.0,f,Individual,13.0,0.0
20000, 60 months,15.59,482.02,C,C5,10+ years,MORTGAGE,98000.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,13.12,Sep-2002,9.0,0.0,12042,70.4,19.0,w,Individual,3.0,0.0
10000, 60 months,10.99,217.38,B,B4,5 years,MORTGAGE,44000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,17.08,Feb-1998,12.0,0.0,6251,63.1,26.0,w,Individual,1.0,0.0
10000, 36 months,12.62,335.12,C,C1,,MORTGAGE,25000.0,Not Verified,Aug-2017,Fully Paid,debt_consolidation,13.49,Jun-2007,4.0,1.0,8181,75.1,7.0,w,Individual,0.0,1.0
21200, 36 months,18.25,769.1,E,E1,5 years,MORTGAGE,78000.0,Verified,Aug-2015,Charged Off,medical,13.12,May-1985,11.0,0.0,11370,51.9,13.0,w,Individual,0.0,0.0
16000, 36 months,11.67,528.92,B,B4,3 years,OWN,170000.0,Source Verified,May-2014,Fully Paid,other,12.83,May-1999,20.0,0.0,21397,60.8,41.0,f,Individual,5.0,0.0
5000, 36 months,14.65,172.48,C,C5,,MORTGAGE,48000.0,Verified,Aug-2015,Fully Paid,home_improvement,16.86,Feb-2000,11.0,0.0,23231,57.4,26.0,f,Individual,3.0,0.0
5000, 36 months,14.49,172.09,C,C4,< 1 year,RENT,36000.0,Not Verified,May-2014,Charged Off,debt_consolidation,19.93,Jul-2010,9.0,0.0,8245,45.8,9.0,w,Individual,0.0,0.0
11200, 36 months,25.49,448.22,E,E4,< 1 year,RENT,48000.0,Not Verified,Oct-2016,Fully Paid,credit_card,18.13,Sep-2006,13.0,0.0,5499,79.0,20.0,f,Individual,0.0,0.0
10000, 36 months,11.67,330.57,B,B4,1 year,RENT,50000.0,Not Verified,Sep-2014,Fully Paid,major_purchase,5.4,Mar-2007,7.0,1.0,10860,49.8,11.0,f,Individual,0.0,1.0
35000, 60 months,18.54,899.09,E,E1,10+ years,RENT,75000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,20.03,Jan-1993,14.0,0.0,35624,53.7,31.0,f,Individual,3.0,0.0
10000, 36 months,12.99,336.9,C,C1,8 years,RENT,38480.0,Source Verified,Jul-2014,Fully Paid,debt_consolidation,28.51,Jun-1987,8.0,2.0,2899,29.0,25.0,f,Individual,0.0,1.0
4800, 36 months,12.99,161.71,C,C2,< 1 year,RENT,26000.0,Not Verified,Feb-2016,Fully Paid,credit_card,22.16,Feb-2003,8.0,1.0,5521,46.4,24.0,w,Individual,0.0,1.0
11000, 36 months,8.9,349.29,A,A5,10+ years,MORTGAGE,62000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,21.21,Aug-1999,14.0,0.0,14194,48.6,34.0,f,Individual,5.0,0.0
14000, 36 months,9.8,450.43,B,B3,10+ years,MORTGAGE,113000.0,Not Verified,Jan-2016,Fully Paid,debt_consolidation,16.7,May-1995,19.0,0.0,10615,35.3,39.0,f,Individual,2.0,0.0
20000, 36 months,11.48,659.33,B,B5,2 years,OWN,110000.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,21.51,Jul-2003,22.0,1.0,26872,32.4,29.0,w,Individual,2.0,1.0
31000, 36 months,10.99,1014.76,B,B4,10+ years,RENT,63516.0,Verified,Oct-2015,Fully Paid,debt_consolidation,26.49,Dec-1996,8.0,0.0,5647,34.2,34.0,f,Individual,0.0,0.0
5000, 36 months,20.99,188.35,E,E4,< 1 year,MORTGAGE,85000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,8.95,Sep-1998,11.0,1.0,10424,97.4,17.0,f,Individual,1.0,0.0
5200, 36 months,10.91,170.02,B,B4,,RENT,29680.0,Not Verified,May-2017,Fully Paid,debt_consolidation,22.77,Sep-1993,6.0,3.0,3724,43.8,15.0,f,Individual,3.0,1.0
35000, 60 months,13.44,804.27,C,C3,10+ years,OWN,100000.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,26.73,Oct-2002,12.0,0.0,27194,80.9,37.0,w,Individual,3.0,0.0
21000, 36 months,8.9,666.82,A,A5,10+ years,MORTGAGE,130000.0,Not Verified,Mar-2013,Fully Paid,debt_consolidation,21.05,Feb-1995,15.0,0.0,23067,86.7,30.0,w,Individual,3.0,0.0
12000, 36 months,10.49,389.98,B,B3,< 1 year,RENT,58000.0,Source Verified,Jul-2016,Fully Paid,credit_card,24.73,Mar-1995,4.0,0.0,42137,108.0,8.0,w,Individual,0.0,0.0
10000, 36 months,5.32,301.15,A,A1,4 years,MORTGAGE,200000.0,Not Verified,May-2016,Fully Paid,credit_card,16.2,Apr-2003,20.0,0.0,94554,37.2,50.0,w,Individual,4.0,0.0
5600, 36 months,8.9,177.82,A,A5,2 years,RENT,31000.0,Source Verified,Nov-2012,Fully Paid,credit_card,10.49,Feb-1994,9.0,0.0,5134,22.6,33.0,w,Individual,1.0,0.0
14000, 60 months,15.05,333.43,C,C4,5 years,MORTGAGE,68500.0,Source Verified,May-2017,Fully Paid,debt_consolidation,12.39,Jan-2005,6.0,0.0,9585,74.9,10.0,w,Individual,0.0,0.0
34000, 36 months,8.18,1068.27,B,B1,10+ years,MORTGAGE,88000.0,Verified,Jul-2015,Fully Paid,credit_card,18.15,May-1994,10.0,0.0,32114,82.6,24.0,w,Individual,2.0,0.0
29975, 60 months,11.99,666.63,B,B5,4 years,MORTGAGE,60000.0,Source Verified,Jan-2015,Fully Paid,credit_card,28.04,Sep-1991,16.0,0.0,25557,26.3,43.0,w,Individual,5.0,0.0
35000, 36 months,10.99,1145.69,B,B2,3 years,MORTGAGE,165000.0,Verified,Dec-2013,Fully Paid,debt_consolidation,15.74,Dec-1987,16.0,0.0,31754,60.6,34.0,f,Individual,7.0,0.0
28000, 36 months,6.89,863.16,A,A3,10+ years,RENT,225000.0,Source Verified,Nov-2015,Charged Off,credit_card,9.83,Nov-1986,7.0,5.0,22632,65.4,15.0,w,Individual,1.0,1.0
18000, 36 months,19.99,668.86,D,D4,10+ years,MORTGAGE,285000.0,Source Verified,Jan-2017,Fully Paid,debt_consolidation,16.17,Oct-2000,15.0,0.0,137729,80.0,30.0,w,Individual,3.0,0.0
14400, 60 months,15.61,347.21,D,D1,10+ years,RENT,63000.0,Verified,Jul-2015,Fully Paid,credit_card,28.36,Feb-2001,10.0,0.0,17976,68.9,38.0,w,Individual,2.0,0.0
2400, 60 months,16.4,58.88,E,E1,< 1 year,RENT,14004.0,Source Verified,Apr-2011,Charged Off,other,6.86,Dec-2007,4.0,0.0,1555,70.7,4.0,f,Individual,,0.0
6000, 36 months,15.31,208.91,C,C5,4 years,RENT,40000.0,Verified,Jun-2016,Charged Off,debt_consolidation,33.24,Sep-2006,15.0,0.0,14645,40.1,18.0,f,Individual,0.0,0.0
5000, 36 months,17.27,178.94,D,D2,8 years,RENT,62000.0,Source Verified,Mar-2016,Charged Off,debt_consolidation,16.92,Aug-1994,28.0,0.0,8462,31.0,50.0,w,Individual,0.0,0.0
15325, 36 months,17.57,550.74,D,D4,5 years,OWN,60000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,15.68,Nov-2000,16.0,2.0,8629,45.4,23.0,f,Individual,2.0,1.0
7200, 36 months,10.99,235.69,B,B4,10+ years,MORTGAGE,93400.0,Not Verified,Nov-2015,Fully Paid,other,34.34,Jun-1996,17.0,0.0,45822,57.9,46.0,w,Individual,7.0,0.0
12000, 36 months,6.03,365.23,A,A1,4 years,MORTGAGE,145000.0,Not Verified,Jun-2014,Fully Paid,debt_consolidation,9.59,Nov-1997,18.0,0.0,12910,22.9,24.0,w,Individual,1.0,0.0
6000, 36 months,12.49,200.7,B,B5,6 years,RENT,52000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,19.52,May-1999,11.0,0.0,18475,80.7,33.0,f,Individual,0.0,0.0
4500, 36 months,11.83,149.11,B,B3,10+ years,MORTGAGE,56000.0,Verified,Aug-2009,Fully Paid,credit_card,15.39,Sep-1997,9.0,0.0,4624,17.6,20.0,f,Individual,,0.0
14000, 36 months,17.57,503.12,D,D2,10+ years,MORTGAGE,60000.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,13.32,May-2000,10.0,0.0,9380,85.3,24.0,w,Individual,2.0,0.0
4700, 36 months,11.99,156.09,B,B3,9 years,MORTGAGE,30000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,17.4,Dec-1999,8.0,0.0,4341,59.5,21.0,f,Individual,1.0,0.0
7700, 36 months,12.12,256.2,B,B3,< 1 year,RENT,90000.0,Not Verified,Nov-2012,Fully Paid,credit_card,12.84,Jan-1999,12.0,0.0,7853,58.2,27.0,f,Individual,1.0,0.0
19200, 36 months,6.49,588.38,A,A2,10+ years,RENT,224000.0,Source Verified,Mar-2016,Fully Paid,credit_card,3.06,Jul-1998,10.0,0.0,20477,54.3,33.0,w,Individual,11.0,0.0
12000, 60 months,16.99,298.17,D,D3,10+ years,RENT,40000.0,Source Verified,May-2014,Charged Off,debt_consolidation,21.74,Apr-2006,6.0,0.0,1492,42.6,8.0,f,Individual,0.0,0.0
35000, 36 months,16.99,1247.68,D,D3,1 year,RENT,325000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,18.68,Oct-1998,13.0,0.0,43133,61.3,36.0,f,Individual,5.0,0.0
30000, 60 months,15.61,723.34,C,C4,2 years,OWN,79500.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,28.53,Nov-1997,10.0,0.0,21108,92.6,19.0,f,Individual,1.0,0.0
5150, 36 months,7.89,161.13,A,A5,7 years,MORTGAGE,31720.0,Not Verified,Aug-2015,Fully Paid,credit_card,3.86,Sep-2006,4.0,0.0,4567,56.4,6.0,w,Individual,1.0,0.0
5600, 36 months,14.65,193.17,C,C5,3 years,MORTGAGE,29000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,10.1,Sep-2011,7.0,0.0,623,24.0,9.0,w,Individual,0.0,0.0
5100, 36 months,10.65,166.13,B,B2,,OWN,25200.0,Verified,Jan-2012,Fully Paid,credit_card,19.86,Jan-1998,4.0,1.0,5120,75.3,9.0,f,Individual,,1.0
2000, 36 months,11.99,66.42,B,B5,4 years,MORTGAGE,48000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,14.77,Aug-2011,6.0,0.0,2962,29.9,7.0,f,Individual,0.0,0.0
32000, 60 months,23.83,917.43,F,F5,10+ years,MORTGAGE,89033.0,Verified,Jan-2013,Charged Off,wedding,6.44,Jul-2002,8.0,1.0,13700,67.2,21.0,f,Individual,4.0,1.0
30000, 36 months,19.72,1110.64,D,D5,4 years,RENT,120000.0,Verified,Oct-2012,Fully Paid,debt_consolidation,12.69,Apr-2005,12.0,0.0,21421,57.8,24.0,f,Individual,0.0,0.0
8000, 36 months,9.75,257.2,B,B3,,OWN,38544.0,Source Verified,Mar-2016,Fully Paid,credit_card,16.38,Jun-1976,4.0,0.0,10290,97.1,11.0,w,Individual,2.0,0.0
10000, 36 months,9.16,318.75,B,B2,10+ years,MORTGAGE,34777.6,Not Verified,Mar-2016,Fully Paid,debt_consolidation,28.26,Mar-2007,5.0,0.0,10457,82.3,12.0,w,Individual,0.0,0.0
18000, 36 months,10.08,581.49,B,B3,3 years,RENT,67800.0,Not Verified,Mar-2008,Fully Paid,debt_consolidation,11.01,Nov-1998,7.0,0.0,10826,41.5,21.0,f,Individual,,
10000, 36 months,7.26,309.97,A,A4,2 years,RENT,101008.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,12.12,Dec-2001,13.0,0.0,5097,14.9,28.0,w,Individual,2.0,0.0
24000, 36 months,5.32,722.76,A,A1,6 years,RENT,120000.0,Verified,Dec-2015,Fully Paid,credit_card,28.05,Sep-1995,10.0,0.0,39521,54.1,23.0,w,Individual,2.0,0.0
5000, 36 months,7.49,155.51,A,A4,< 1 year,OWN,180000.0,Not Verified,Jan-2016,Fully Paid,debt_consolidation,13.7,Aug-1987,19.0,0.0,160148,32.2,32.0,w,Individual,1.0,0.0
17600, 60 months,17.57,442.82,D,D4,4 years,MORTGAGE,48000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,24.03,Sep-2000,12.0,0.0,31533,65.3,21.0,f,Individual,1.0,0.0
13000, 36 months,9.93,419.05,B,B2,2 years,MORTGAGE,90000.0,Source Verified,Sep-2017,Fully Paid,debt_consolidation,12.85,Mar-2005,13.0,0.0,12818,62.5,38.0,w,Individual,3.0,0.0
35000, 60 months,12.29,783.7,C,C1,10+ years,MORTGAGE,150000.0,Source Verified,Sep-2015,Fully Paid,credit_card,22.02,Aug-2001,19.0,0.0,83769,65.8,34.0,w,Individual,3.0,0.0
4200, 36 months,10.42,136.36,B,B3,10+ years,RENT,55780.0,Source Verified,May-2017,Fully Paid,home_improvement,17.3,Jan-2001,11.0,0.0,2815,32.0,36.0,f,Individual,0.0,0.0
30000, 36 months,6.24,915.93,A,A2,7 years,MORTGAGE,87000.0,Source Verified,Aug-2015,Fully Paid,credit_card,15.68,Mar-1985,10.0,0.0,45898,56.7,18.0,w,Individual,3.0,0.0
17000, 60 months,16.02,413.59,C,C5,10+ years,MORTGAGE,98000.0,Source Verified,Dec-2017,Fully Paid,debt_consolidation,23.54,Nov-2001,20.0,1.0,10522,13.0,28.0,w,Individual,0.0,1.0
10000, 36 months,12.99,336.9,C,C2,< 1 year,OWN,25000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,39.27,Apr-1996,8.0,0.0,15333,87.6,21.0,w,Individual,0.0,0.0
8350, 36 months,6.24,254.94,A,A2,3 years,RENT,30000.0,Source Verified,Aug-2015,Fully Paid,credit_card,4.6,Nov-1993,2.0,0.0,0,0.0,4.0,w,Individual,0.0,0.0
21000, 36 months,12.59,703.44,C,C2,10+ years,RENT,50000.0,Source Verified,Dec-2015,Fully Paid,credit_card,29.31,Jun-1981,9.0,0.0,29200,47.6,18.0,w,Individual,1.0,0.0
25000, 60 months,7.89,505.6,A,A5,9 years,MORTGAGE,84000.0,Not Verified,Mar-2016,Fully Paid,debt_consolidation,25.37,Sep-2002,8.0,0.0,17484,54.6,30.0,w,Individual,3.0,0.0
9000, 36 months,11.49,296.75,B,B5,10+ years,MORTGAGE,60000.0,Source Verified,Sep-2016,Fully Paid,debt_consolidation,3.92,Feb-2003,3.0,0.0,5100,65.4,21.0,w,Individual,1.0,0.0
30000, 36 months,7.39,931.68,A,A4,5 years,MORTGAGE,162500.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,13.44,Apr-1984,12.0,1.0,24208,49.2,27.0,w,Individual,2.0,0.0
1000, 36 months,14.99,34.67,C,C5,10+ years,RENT,30000.0,Not Verified,Jan-2015,Fully Paid,other,24.68,Jul-2004,9.0,1.0,7788,89.5,12.0,f,Individual,0.0,1.0
12000, 36 months,6.49,367.74,A,A2,5 years,RENT,25000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,18.67,Aug-1975,9.0,0.0,6200,13.0,11.0,w,Individual,0.0,0.0
34250, 36 months,16.29,1209.04,D,D1,10+ years,MORTGAGE,117000.0,Not Verified,Feb-2016,Fully Paid,debt_consolidation,32.59,Oct-1999,18.0,0.0,16157,72.5,28.0,f,Individual,4.0,0.0
11000, 36 months,10.99,360.08,B,B2,10+ years,RENT,60000.0,Not Verified,Jan-2014,Fully Paid,credit_card,10.56,Sep-1998,10.0,0.0,9439,65.5,19.0,f,Individual,0.0,0.0
15000, 36 months,7.9,469.36,A,A4,7 years,MORTGAGE,105000.0,Not Verified,Dec-2012,Fully Paid,debt_consolidation,5.95,Aug-1991,10.0,0.0,39917,70.3,34.0,f,Individual,2.0,0.0
25000, 60 months,12.29,559.79,C,C1,< 1 year,MORTGAGE,68000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,27.21,Jun-1987,12.0,0.0,40285,58.3,41.0,w,Individual,9.0,0.0
6000, 36 months,11.99,199.26,B,B5,2 years,MORTGAGE,40000.0,Verified,Feb-2015,Charged Off,major_purchase,28.72,Oct-2003,19.0,0.0,7009,20.4,28.0,w,Individual,1.0,0.0
5975, 36 months,15.61,208.92,D,D1,2 years,RENT,100000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,8.17,Dec-2011,6.0,1.0,2465,32.0,7.0,w,Individual,0.0,0.0
8925, 36 months,18.25,323.79,E,E1,7 years,RENT,34000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,22.63,Jan-1994,14.0,0.0,3664,54.7,28.0,w,Individual,0.0,0.0
10000, 36 months,12.29,333.53,C,C1,< 1 year,RENT,65000.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,23.82,Aug-2011,13.0,0.0,21844,35.8,13.0,f,Individual,0.0,0.0
9600, 36 months,6.49,294.19,A,A2,10+ years,OWN,100000.0,Source Verified,Oct-2014,Fully Paid,credit_card,23.41,Sep-1994,23.0,0.0,59552,54.5,31.0,w,Individual,5.0,0.0
35000, 60 months,19.99,927.1,E,E1,4 years,MORTGAGE,93000.0,Verified,Mar-2014,Fully Paid,credit_card,24.14,May-2005,17.0,1.0,25470,83.0,31.0,f,Individual,3.0,1.0
1350, 36 months,15.61,47.21,D,D1,10+ years,MORTGAGE,46800.0,Verified,Oct-2014,Fully Paid,car,28.67,Oct-1995,30.0,0.0,47248,66.9,46.0,w,Individual,1.0,0.0
5000, 36 months,11.99,166.05,C,C1,< 1 year,RENT,42000.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,2.15,Mar-1997,7.0,0.0,1747,10.6,9.0,w,Individual,0.0,0.0
26025, 36 months,22.74,1003.9,E,E1,2 years,RENT,62000.0,Verified,Dec-2016,Charged Off,other,10.69,Aug-2001,5.0,0.0,483,4.1,19.0,f,Individual,2.0,0.0
3000, 36 months,10.64,97.71,B,B2,1 year,OWN,18000.0,Not Verified,Sep-2013,Fully Paid,credit_card,25.81,Dec-1989,18.0,0.0,10054,19.7,38.0,w,Individual,1.0,0.0
12000, 60 months,15.99,291.76,C,C5,1 year,MORTGAGE,68000.0,Source Verified,Nov-2016,Fully Paid,debt_consolidation,15.97,Mar-1988,10.0,0.0,11169,51.0,18.0,w,Individual,0.0,0.0
12000, 36 months,22.35,460.47,D,D5,< 1 year,MORTGAGE,37500.0,Not Verified,Oct-2018,Fully Paid,debt_consolidation,28.22,Jul-2003,16.0,0.0,5539,22.8,44.0,w,Joint App,2.0,0.0
19125, 60 months,15.8,463.06,C,C3,7 years,MORTGAGE,44000.0,Verified,Mar-2013,Fully Paid,credit_card,22.47,Dec-2001,14.0,0.0,25176,83.6,36.0,f,Individual,1.0,0.0
8000, 36 months,12.29,266.83,C,C1,9 years,OWN,57000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,5.11,Sep-1988,5.0,2.0,5056,31.2,5.0,f,Individual,0.0,2.0
18200, 36 months,15.61,636.36,D,D1,5 years,MORTGAGE,110000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,27.72,Dec-1989,14.0,9.0,53389,86.0,34.0,f,Individual,4.0,1.0
8225, 36 months,12.49,275.12,B,B4,10+ years,RENT,47000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,31.84,Feb-2001,16.0,0.0,937,7.0,30.0,f,Individual,0.0,0.0
9000, 36 months,9.17,286.92,B,B2,2 years,RENT,41800.0,Not Verified,Apr-2015,Fully Paid,credit_card,17.89,Oct-2002,17.0,0.0,6390,29.6,28.0,w,Individual,0.0,0.0
15000, 36 months,11.14,492.08,B,B2,5 years,MORTGAGE,54000.0,Not Verified,May-2013,Fully Paid,debt_consolidation,22.02,Dec-1987,13.0,1.0,12535,64.6,22.0,w,Individual,3.0,1.0
20025, 60 months,13.33,459.03,C,C3,5 years,RENT,48200.0,Not Verified,Jul-2015,Charged Off,debt_consolidation,21.86,Dec-2004,12.0,0.0,8909,42.8,15.0,w,Individual,1.0,0.0
10000, 36 months,12.39,334.01,C,C1,10+ years,MORTGAGE,52000.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,33.35,Jan-2003,12.0,0.0,43997,74.2,32.0,w,Individual,2.0,0.0
12000, 36 months,12.99,404.27,C,C1,3 years,RENT,117000.0,Source Verified,Aug-2014,Fully Paid,debt_consolidation,20.66,Jul-1997,13.0,0.0,17443,60.1,26.0,w,Individual,3.0,0.0
10000, 36 months,15.49,349.06,C,C4,1 year,RENT,45000.0,Source Verified,May-2018,Fully Paid,debt_consolidation,21.55,Mar-2009,29.0,0.0,8452,35.7,39.0,w,Individual,0.0,0.0
9500, 36 months,13.33,321.61,C,C3,1 year,RENT,65000.0,Verified,Aug-2015,Fully Paid,debt_consolidation,17.19,Jun-2000,11.0,1.0,9073,51.0,20.0,w,Individual,0.0,0.0
23350, 36 months,19.2,858.29,D,D3,10+ years,OWN,65000.0,Verified,Nov-2013,Fully Paid,credit_card,33.6,Jan-1995,13.0,0.0,28302,81.3,35.0,f,Individual,2.0,0.0
5400, 36 months,16.29,190.63,D,D1,8 years,RENT,28000.0,Not Verified,May-2016,Charged Off,vacation,32.1,Oct-2008,22.0,0.0,3564,37.5,28.0,f,Individual,0.0,0.0
15000, 60 months,14.33,351.6,C,C1,7 years,MORTGAGE,95664.0,Verified,Jun-2013,Fully Paid,credit_card,8.18,May-2002,15.0,0.0,23215,64.3,23.0,w,Individual,1.0,0.0
14300, 36 months,6.03,435.23,A,A1,10+ years,MORTGAGE,90000.0,Verified,Nov-2011,Fully Paid,credit_card,29.72,Dec-1981,12.0,0.0,34102,35.2,40.0,f,Individual,,0.0
15000, 36 months,8.9,476.3,A,A5,10+ years,MORTGAGE,97000.0,Not Verified,Dec-2012,Fully Paid,debt_consolidation,18.48,Sep-1996,13.0,0.0,12180,68.0,28.0,w,Individual,2.0,0.0
2000, 36 months,12.18,66.6,B,B4,5 years,MORTGAGE,50000.0,Not Verified,Dec-2009,Fully Paid,other,14.83,Oct-2003,9.0,0.0,7975,67.6,11.0,f,Individual,,0.0
10000, 60 months,9.17,208.41,B,B2,8 years,MORTGAGE,85000.0,Verified,May-2015,Fully Paid,debt_consolidation,17.2,Apr-1999,13.0,0.0,5772,13.6,23.0,w,Individual,2.0,0.0
5000, 36 months,9.16,159.38,B,B2,10+ years,MORTGAGE,38000.0,Not Verified,Mar-2016,Fully Paid,debt_consolidation,17.09,Sep-2003,10.0,1.0,3147,25.6,13.0,w,Individual,1.0,1.0
8000, 36 months,13.33,270.83,C,C3,6 years,OWN,110000.0,Source Verified,Apr-2015,Fully Paid,credit_card,23.91,Mar-1998,10.0,0.0,27570,94.0,23.0,f,Individual,0.0,0.0
8000, 36 months,7.21,247.79,A,A3,10+ years,OWN,65000.0,Not Verified,Jul-2017,Fully Paid,debt_consolidation,29.04,Apr-1989,10.0,0.0,11247,34.0,23.0,f,Individual,3.0,0.0
8000, 36 months,7.89,250.29,A,A5,4 years,RENT,44600.0,Source Verified,Nov-2015,Fully Paid,credit_card,15.15,Jul-2003,7.0,0.0,8447,41.4,19.0,w,Individual,0.0,0.0
10000, 36 months,6.24,305.31,A,A2,7 years,RENT,50000.0,Not Verified,Jul-2015,Fully Paid,credit_card,22.3,May-2003,9.0,0.0,9681,18.4,14.0,w,Individual,0.0,0.0
22000, 36 months,6.39,673.18,A,A2,10+ years,MORTGAGE,120000.0,Source Verified,Mar-2015,Fully Paid,credit_card,6.73,Mar-1995,6.0,0.0,22444,56.0,19.0,w,Individual,5.0,0.0
6000, 36 months,7.59,186.89,A,A3,2 years,RENT,59300.0,Not Verified,Aug-2016,Fully Paid,debt_consolidation,16.96,Aug-2008,16.0,0.0,3212,18.7,19.0,w,Individual,0.0,0.0
23750, 60 months,22.9,668.16,E,E4,5 years,RENT,69000.0,Verified,Dec-2013,Charged Off,credit_card,14.42,Apr-2008,18.0,0.0,17035,59.8,25.0,f,Individual,0.0,0.0
10000, 36 months,13.11,337.47,B,B4,3 years,RENT,73900.0,Not Verified,Mar-2013,Fully Paid,credit_card,18.35,Feb-1999,17.0,0.0,6843,75.2,22.0,w,Individual,0.0,0.0
16000, 36 months,18.99,586.42,D,D3,6 years,MORTGAGE,50000.0,Source Verified,Jan-2017,Charged Off,credit_card,13.59,May-2005,20.0,0.0,6524,7.0,21.0,w,Individual,0.0,0.0
12500, 36 months,11.49,412.15,B,B5,5 years,OWN,61000.0,Source Verified,Oct-2016,Fully Paid,debt_consolidation,6.63,Nov-2010,7.0,0.0,12372,58.4,9.0,w,Individual,0.0,0.0
35000, 60 months,15.31,838.36,C,C5,10+ years,MORTGAGE,120000.0,Not Verified,Feb-2016,Charged Off,small_business,18.29,Jun-1999,10.0,0.0,7300,60.8,30.0,f,Individual,7.0,0.0
11000, 36 months,9.16,350.62,B,B2,10+ years,OWN,60000.0,Not Verified,Mar-2016,Charged Off,credit_card,22.88,Mar-2005,16.0,2.0,5905,18.4,27.0,w,Individual,2.0,2.0
10000, 60 months,12.29,223.92,C,C1,8 years,MORTGAGE,85000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,10.05,Jan-1995,5.0,2.0,2105,29.2,32.0,w,Individual,2.0,2.0
8500, 36 months,11.99,282.29,B,B3,< 1 year,RENT,85000.0,Not Verified,Feb-2014,Fully Paid,credit_card,10.19,Aug-2009,9.0,0.0,7169,44.8,10.0,f,Individual,0.0,0.0
12000, 36 months,9.44,384.06,B,B1,5 years,RENT,41719.0,Verified,Nov-2017,Fully Paid,debt_consolidation,21.86,Aug-2012,15.0,0.0,5201,22.2,19.0,f,Individual,0.0,0.0
10000, 36 months,11.47,329.62,B,B5,9 years,RENT,81000.0,Verified,Feb-2016,Fully Paid,credit_card,18.3,Nov-2000,9.0,0.0,34087,93.1,22.0,w,Individual,0.0,0.0
35000, 60 months,18.2,892.59,E,E1,2 years,MORTGAGE,135000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,25.18,Nov-1998,12.0,0.0,43219,92.0,42.0,w,Individual,8.0,0.0
30000, 36 months,9.67,963.38,B,B1,< 1 year,RENT,90000.0,Verified,Apr-2014,Fully Paid,credit_card,15.85,Jul-1999,18.0,0.0,31417,84.2,38.0,w,Individual,0.0,0.0
20000, 36 months,12.29,667.06,C,C1,4 years,RENT,71000.0,Source Verified,Feb-2015,Fully Paid,credit_card,30.61,Nov-1996,14.0,3.0,8719,61.4,32.0,w,Individual,0.0,1.0
35000, 36 months,13.33,1184.86,C,C3,10+ years,MORTGAGE,78000.0,Verified,Mar-2015,Fully Paid,debt_consolidation,7.38,Nov-2005,9.0,0.0,19350,69.4,10.0,w,Individual,1.0,0.0
6500, 36 months,7.51,202.23,A,A3,6 years,RENT,80000.0,Not Verified,Nov-2011,Fully Paid,debt_consolidation,9.67,Feb-1999,9.0,0.0,10952,36.2,25.0,f,Individual,,0.0
31700, 60 months,18.99,822.15,D,D4,5 years,RENT,95000.0,Verified,Apr-2016,Fully Paid,debt_consolidation,11.87,May-1996,10.0,1.0,13122,60.5,23.0,w,Individual,0.0,0.0
30000, 36 months,19.22,1103.03,D,D5,10+ years,RENT,225000.0,Source Verified,Mar-2012,Fully Paid,credit_card,11.46,Aug-1998,11.0,0.0,18735,62.0,23.0,f,Individual,,0.0
7625, 36 months,13.67,259.39,C,C3,10+ years,MORTGAGE,72000.0,Not Verified,Feb-2016,Fully Paid,debt_consolidation,18.4,Dec-2004,8.0,0.0,1303,4.8,30.0,w,Individual,3.0,0.0
