loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,annual_inc,verification_status,loan_status,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,mort_acc_missing,credit_history_years,issue_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,initial_list_status_w,application_type_Joint App,emp_length_unknown
17000,0,17.99,614.51,3,16,1.0,34000.0,1,1,0.16351606805293006,29.33,21.0,0.0,16604,39.9,31.0,1.0,0.0,0,13.749486652977414,2.080766598220397,False,False,True,True,False,0
18000,0,6.92,555.13,0,3,2.0,100000.0,0,0,0.21166608452672023,6.48,7.0,0.0,20496,26.1,12.0,0.0,0.0,0,14.499657768651609,3.8357289527720737,False,False,True,False,False,0
24000,1,18.25,612.72,4,20,9.0,80000.0,1,1,0.21166608452672023,19.35,16.0,0.0,20915,67.0,40.0,2.0,0.0,0,19.33196440793977,3.5017111567419574,True,False,False,True,False,0
20000,0,21.49,758.55,3,19,10.0,98000.0,1,1,0.21166608452672023,33.11,10.0,0.0,15484,98.0,29.0,2.0,0.0,0,16.501026694045173,2.414784394250513,True,False,False,True,False,0
16000,1,11.44,351.4,1,8,10.0,80000.0,2,0,0.21166608452672023,11.01,7.0,0.0,10978,33.4,35.0,2.0,0.0,0,15.416837782340862,3.912388774811773,True,False,False,False,False,0
5000,0,9.75,160.75,1,7,3.0,50000.0,2,1,0.16351606805293006,11.52,12.0,0.0,1838,35.3,13.0,0.0,0.0,0,7.2498288843258045,2.833675564681725,False,False,True,True,False,0
20000,0,12.12,665.44,1,7,4.0,100000.0,1,0,0.21166608452672023,10.58,4.0,0.0,8936,72.7,26.0,0.0,0.0,0,18.581793292265573,5.9958932238193015,False,False,True,False,False,0
12600,0,10.15,407.46,1,6,7.0,34500.0,0,0,0.16351606805293006,7.69,10.0,1.0,7715,38.4,24.0,0.0,1.0,0,17.415468856947296,4.501026694045175,False,False,True,False,False,0
10000,0,11.67,330.57,1,8,10.0,58920.0,2,0,0.21166608452672023,22.86,10.0,0.0,7501,57.7,24.0,0.0,0.0,0,20.996577686516083,4.501026694045175,False,False,True,False,False,0
10000,0,7.89,312.86,0,4,10.0,58000.0,1,1,0.17096774193548386,15.64,13.0,0.0,7015,41.3,28.0,3.0,0.0,0,25.163586584531142,3.164955509924709,True,False,False,True,False,1
25000,0,5.32,752.87,0,0,10.0,75000.0,0,0,0.2225705329153605,23.14,20.0,0.0,88986,2.2,44.0,6.0,0.0,0,36.58316221765914,3.164955509924709,True,False,False,True,False,1
6000,0,13.98,205.01,2,12,9.0,53000.0,2,0,0.2225705329153605,27.83,10.0,0.0,16452,76.9,24.0,0.0,0.0,0,17.749486652977414,4.331279945242985,True,False,False,True,False,0
18000,0,14.46,619.23,2,13,3.0,70000.0,2,0,0.21166608452672023,23.95,12.0,0.0,13460,54.1,31.0,1.0,0.0,0,13.415468856947296,2.833675564681725,True,False,False,False,False,0
21000,0,11.99,697.41,2,10,10.0,72000.0,1,0,0.17096774193548386,16.83,12.0,1.0,6173,58.0,27.0,4.0,1.0,0,42.0807665982204,2.9130732375085557,True,False,False,True,False,1
7000,0,5.93,212.74,0,0,0.0,115000.0,2,0,0.21166608452672023,6.84,8.0,0.0,5536,49.9,15.0,0.0,0.0,0,19.082819986310746,3.912388774811773,False,False,True,False,False,0
6500,0,12.79,218.36,2,10,10.0,34355.0,1,1,0.21166608452672023,6.99,7.0,1.0,6454,52.9,24.0,2.0,1.0,0,42.32991101984942,2.329911019849418,True,False,False,True,False,1
5000,0,12.49,167.25,1,8,10.0,43000.0,0,0,0.21166608452672023,15.02,9.0,0.0,8222,54.1,13.0,1.0,0.0,0,13.500342231348391,4.8350444900752905,True,False,False,False,False,0
29900,1,19.03,776.12,3,17,4.0,65000.0,2,0,0.21166608452672023,17.61,23.0,0.0,26674,53.0,26.0,0.0,0.0,0,19.50171115674196,1.4154688569472964,True,False,False,True,False,0
16000,0,17.97,578.2,3,15,5.0,65000.0,2,0,0.21166608452672023,19.68,12.0,0.0,3844,54.1,30.0,0.0,0.0,0,19.249828884325805,0.5010266940451745,False,False,True,True,False,0
7200,0,9.44,230.44,1,5,0.0,35000.0,2,0,0.16351606805293006,14.64,9.0,1.0,14582,59.8,16.0,2.0,1.0,0,24.416153319644078,1.5003422313483916,True,False,False,False,False,0
20000,0,6.92,616.82,0,3,2.0,90000.0,2,0,0.21166608452672023,12.65,7.0,0.0,10249,35.8,21.0,1.0,0.0,0,17.9958932238193,3.912388774811773,False,True,False,True,False,0
8400,0,14.49,289.1,2,13,6.0,55000.0,0,0,0.21166608452672023,17.98,7.0,0.0,2603,74.4,14.0,1.0,0.0,0,10.666666666666666,4.583162217659138,True,False,False,False,False,0
21850,1,17.57,549.75,3,18,10.0,65000.0,0,0,0.21166608452672023,24.61,13.0,0.0,20247,85.8,25.0,4.0,0.0,0,45.582477754962355,3.164955509924709,True,False,False,True,False,0
25000,1,11.99,555.99,1,9,10.0,78000.0,1,0,0.22972972972972974,25.74,13.0,0.0,17678,69.1,30.0,1.0,0.0,1,32.668035592060235,7.3319644079397674,True,False,False,False,False,0
8000,0,6.68,245.85,0,2,1.0,33000.0,0,0,0.16351606805293006,18.47,7.0,0.0,9510,64.3,15.0,1.0,0.0,0,12.750171115674195,3.8357289527720737,True,False,False,False,False,0
8000,0,7.89,250.29,0,4,10.0,28461.0,2,0,0.16351606805293006,14.0,5.0,1.0,3360,21.5,12.0,0.0,1.0,0,28.750171115674195,3.5017111567419574,True,False,False,True,False,0
15000,1,15.61,361.67,3,15,10.0,35000.0,0,0,0.21166608452672023,34.64,12.0,0.0,16007,48.4,38.0,4.0,0.0,0,17.9958932238193,4.501026694045175,True,False,False,True,False,0
12000,0,11.55,396.0,1,8,6.0,98000.0,1,0,0.21166608452672023,24.92,13.0,0.0,37185,22.8,44.0,1.0,0.0,0,11.416837782340862,0.4161533196440794,True,False,False,True,False,0
6000,0,12.49,200.7,1,9,6.0,45000.0,2,0,0.21166608452672023,12.96,13.0,0.0,10635,45.6,19.0,2.0,0.0,0,16.331279945242983,4.501026694045175,True,False,False,True,False,0
12000,0,7.26,371.96,0,3,10.0,82000.0,0,0,0.21166608452672023,20.83,24.0,0.0,23376,33.1,43.0,1.0,0.0,0,21.749486652977414,3.5017111567419574,True,False,False,True,False,0
3200,0,12.59,107.19,2,11,1.0,12000.0,2,0,0.1796875,29.1,7.0,0.0,3073,27.7,8.0,0.0,0.0,0,6.329911019849418,3.164955509924709,False,False,True,True,False,0
15000,1,13.99,348.95,2,13,4.0,44000.0,2,0,0.21166608452672023,25.49,6.0,0.0,4488,24.0,10.0,0.0,0.0,0,12.164271047227926,3.668720054757016,False,False,True,True,False,0
11975,1,15.61,288.74,2,13,0.0,65000.0,2,0,0.21166608452672023,18.06,5.0,0.0,34998,90.9,17.0,2.0,0.0,0,23.99726214921287,4.91170431211499,True,False,False,True,False,0
8400,0,15.62,293.75,3,15,5.0,62004.0,0,0,0.21166608452672023,13.93,9.0,0.0,7167,57.8,26.0,1.0,0.0,1,14.329911019849419,7.501711156741957,False,False,True,False,False,0
19000,1,14.46,446.65,2,13,10.0,60000.0,2,0,0.16351606805293006,8.48,3.0,0.0,19203,98.5,17.0,4.0,0.0,0,20.249144421629023,2.9130732375085557,True,False,False,True,False,0
13200,1,13.49,303.67,2,10,2.0,42996.0,1,0,0.2225705329153605,4.63,5.0,0.0,4051,17.2,5.0,1.0,0.0,1,11.331964407939767,7.1649555099247095,False,False,True,False,False,0
11200,0,7.21,346.9,0,2,7.0,47500.0,0,0,0.16351606805293006,19.15,15.0,0.0,13950,17.3,24.0,0.0,0.0,0,14.080766598220396,1.5003422313483916,False,False,True,True,False,0
18000,0,6.89,554.89,0,2,2.0,45000.0,2,0,0.21166608452672023,14.75,6.0,0.0,9801,78.4,11.0,3.0,0.0,0,9.415468856947296,3.164955509924709,True,False,False,True,False,0
7000,0,10.75,228.35,1,8,10.0,60000.0,2,0,0.21166608452672023,26.61,11.0,0.0,2922,20.3,31.0,2.0,0.0,0,15.835728952772074,2.833675564681725,True,False,False,True,False,1
35000,0,19.99,1300.55,4,20,10.0,110000.0,1,1,0.21166608452672023,17.89,3.0,0.0,0,0.0,9.0,2.0,0.0,0,17.749486652977414,2.833675564681725,True,False,False,True,False,0
35000,1,17.57,880.61,3,16,10.0,90000.0,1,0,0.21166608452672023,23.64,11.0,0.0,17932,53.4,25.0,5.0,0.0,0,19.249828884325805,4.91170431211499,True,False,False,False,False,0
22000,1,10.99,478.23,1,7,9.0,77439.0,2,0,0.16351606805293006,15.56,14.0,0.0,19295,50.2,43.0,2.0,0.0,0,24.331279945242983,4.6680355920602326,True,False,False,True,False,0
6025,0,19.99,223.88,3,18,10.0,89000.0,2,0,0.17096774193548386,5.14,15.0,0.0,2786,9.2,26.0,1.0,0.0,0,15.416837782340862,1.6673511293634498,True,False,False,False,False,0
17600,1,16.99,437.32,3,17,2.0,46000.0,2,1,0.16351606805293006,16.04,10.0,1.0,15062,77.2,18.0,1.0,0.0,0,17.9958932238193,3.668720054757016,True,False,False,False,False,0
3700,0,5.32,111.43,0,0,3.0,49000.0,0,0,0.16351606805293006,22.39,7.0,0.0,3534,9.8,29.0,0.0,0.0,0,17.749486652977414,1.834360027378508,False,False,True,True,False,0
3000,0,13.99,102.52,2,12,6.0,43000.0,1,0,0.21166608452672023,33.13,8.0,0.0,17166,66.5,21.0,0.0,0.0,0,18.99794661190965,2.080766598220397,False,False,True,True,False,0
13250,0,12.49,443.2,1,9,10.0,720565.0,1,0,0.2225705329153605,11.98,24.0,0.0,199238,46.1,42.0,3.0,0.0,0,22.833675564681723,4.6680355920602326,True,False,False,False,False,0
28000,1,11.44,614.95,1,8,10.0,98000.0,2,1,0.21166608452672023,13.52,16.0,0.0,17951,55.6,42.0,6.0,0.0,0,17.3305954825462,4.164271047227926,True,False,False,True,False,0
10000,0,7.89,312.86,0,4,2.0,75000.0,2,0,0.16351606805293006,9.86,8.0,0.0,11707,32.6,13.0,0.0,0.0,0,19.16495550992471,3.3319644079397674,False,False,True,True,False,0
25000,0,6.24,763.28,0,1,10.0,55000.0,2,1,0.21166608452672023,24.42,16.0,0.0,27153,45.4,30.0,5.0,0.0,0,30.748802190280628,3.164955509924709,True,False,False,True,False,0
8000,0,16.02,281.34,2,14,10.0,22000.0,2,1,0.21166608452672023,19.97,5.0,0.0,856,20.9,26.0,0.0,0.0,0,28.750171115674195,1.163586584531143,False,False,True,False,False,0
7725,0,12.49,258.4,1,9,2.0,75000.0,0,0,0.22972972972972974,2.7,8.0,0.0,5459,68.2,17.0,4.0,0.0,0,18.666666666666668,4.6680355920602326,True,False,False,True,False,0
1950,0,16.99,69.52,3,17,5.0,34525.0,0,0,0.21166608452672023,22.49,9.0,1.0,7668,50.4,14.0,1.0,1.0,0,18.414784394250514,4.6680355920602326,False,False,True,False,False,0
21000,0,12.49,702.43,1,8,6.0,110000.0,0,0,0.21166608452672023,12.62,21.0,0.0,18583,86.0,63.0,5.0,0.0,0,31.668720054757017,4.7501711156741955,True,False,False,True,False,0
17000,0,7.26,526.94,0,3,8.0,88000.0,2,0,0.16351606805293006,20.13,11.0,0.0,17149,56.6,20.0,0.0,0.0,0,20.583162217659137,3.082819986310746,False,False,True,True,False,0
5000,0,10.99,163.67,1,8,0.0,46000.0,1,0,0.2225705329153605,14.17,6.0,0.0,8337,99.2,15.0,0.0,0.0,0,11.331964407939767,3.164955509924709,False,False,True,True,False,0
12975,0,13.99,443.4,2,12,10.0,79800.0,2,0,0.21166608452672023,25.88,13.0,2.0,12208,65.3,35.0,2.0,0.0,0,21.163586584531142,1.995893223819302,False,False,True,True,False,0
10500,0,7.89,328.5,0,4,2.0,49000.0,0,0,0.16351606805293006,14.77,14.0,0.0,12210,36.6,19.0,0.0,0.0,0,26.080766598220396,3.7508555783709787,False,False,True,True,False,0
15400,0,19.52,568.56,4,21,10.0,55000.0,0,0,0.21166608452672023,34.61,14.0,0.0,22846,87.2,24.0,1.0,0.0,0,18.414784394250514,4.583162217659138,True,False,False,True,False,0
28000,1,9.99,594.78,1,7,7.0,75000.0,0,0,0.16351606805293006,28.9,9.0,0.0,51829,72.5,29.0,1.0,0.0,0,19.082819986310746,3.5017111567419574,False,True,False,True,False,0
20000,1,16.29,489.45,2,13,10.0,60000.0,2,0,0.21166608452672023,11.06,12.0,1.0,8712,24.1,40.0,2.0,0.0,0,21.911019849418206,5.749486652977413,False,False,True,True,False,0
19000,1,18.24,484.96,3,19,0.0,117000.0,2,0,0.21166608452672023,10.01,14.0,0.0,20231,70.0,20.0,0.0,0.0,0,27.750855578370977,4.249144421629021,False,False,True,True,False,0
20000,0,19.03,733.43,3,17,10.0,40000.0,0,1,0.16351606805293006,31.87,17.0,0.0,16315,43.5,28.0,0.0,0.0,0,21.749486652977414,1.163586584531143,True,False,False,False,False,0
8500,0,14.3,291.75,2,10,4.0,48000.0,0,0,0.21166608452672023,12.6,4.0,1.0,10085,55.4,16.0,0.0,1.0,0,23.082819986310746,5.330595482546201,False,False,True,False,False,0
21000,1,16.02,510.91,2,14,10.0,99720.0,2,0,0.21166608452672023,14.51,5.0,0.0,15475,54.3,16.0,1.0,0.0,0,25.9958932238193,1.5003422313483916,False,False,True,True,False,0
17500,0,10.75,570.86,1,8,9.0,200000.0,0,0,0.16351606805293006,9.1,9.0,0.0,15328,54.9,35.0,2.0,0.0,0,26.080766598220396,2.9130732375085557,True,False,False,True,False,0
25000,1,16.59,615.82,3,16,3.0,69000.0,0,0,0.21166608452672023,31.29,13.0,0.0,24526,78.9,19.0,1.0,0.0,0,22.748802190280628,2.9979466119096507,True,False,False,True,False,0
16000,1,29.96,517.27,6,33,8.0,85000.0,1,0,0.16216216216216217,29.46,29.0,1.0,75137,25.7,40.0,1.0,1.0,0,15.912388774811772,2.16290212183436,True,False,False,True,False,0
35000,1,13.99,814.21,2,12,10.0,190000.0,1,0,0.16351606805293006,16.17,9.0,0.0,289706,98.0,19.0,8.0,0.0,0,27.16495550992471,1.6673511293634498,True,False,False,True,False,0
16000,1,15.05,381.06,2,13,1.0,100000.0,2,1,0.21166608452672023,16.27,15.0,1.0,18173,49.8,50.0,2.0,0.0,0,14.247775496235455,1.2484599589322383,True,False,False,True,False,0
7550,0,19.72,279.51,3,19,5.0,39000.0,0,0,0.2225705329153605,13.32,4.0,0.0,4050,92.0,8.0,1.0,0.0,0,21.163586584531142,6.247775496235455,True,False,False,False,False,0
11000,0,12.59,368.47,2,11,10.0,33000.0,1,0,0.21166608452672023,22.47,5.0,0.0,7650,78.1,10.0,0.0,0.0,0,14.913073237508556,3.164955509924709,False,False,True,False,False,0
22750,0,13.33,770.16,2,12,10.0,60000.0,2,0,0.21166608452672023,23.24,6.0,0.0,21137,96.5,16.0,1.0,0.0,0,20.66803559206023,3.912388774811773,False,False,True,False,False,0
4375,0,21.98,167.04,4,23,2.0,85000.0,0,0,0.22972972972972974,11.42,18.0,0.0,3967,49.0,40.0,0.0,0.0,0,13.66735112936345,5.749486652977413,False,False,True,False,False,0
8000,0,10.42,259.72,1,7,10.0,70000.0,0,1,0.16351606805293006,6.04,8.0,1.0,2880,19.6,22.0,0.0,1.0,0,28.331279945242983,1.5003422313483916,False,False,True,True,False,0
7700,0,13.98,263.1,2,12,10.0,90336.0,0,0,0.21166608452672023,11.38,8.0,1.0,5472,59.5,15.0,0.0,1.0,0,23.99726214921287,4.501026694045175,False,False,True,True,False,0
12950,0,16.55,458.81,3,16,10.0,45000.0,0,0,0.21166608452672023,14.75,9.0,1.0,6467,59.0,22.0,0.0,1.0,0,24.164271047227928,3.7508555783709787,False,False,True,False,False,0
12000,0,9.49,384.34,1,6,0.0,65000.0,0,0,0.16351606805293006,22.1,11.0,0.0,10548,75.3,36.0,1.0,0.0,0,14.329911019849419,3.997262149212868,False,False,True,False,False,0
30000,1,22.74,841.24,4,20,4.0,64000.0,1,0,0.21166608452672023,19.52,12.0,0.0,44362,64.1,16.0,1.0,0.0,0,23.33196440793977,1.995893223819302,False,True,False,True,False,0
10000,0,11.99,332.1,2,10,9.0,60000.0,2,0,0.2225705329153605,5.46,10.0,0.0,5833,74.8,12.0,1.0,0.0,0,13.500342231348391,2.74880219028063,True,False,False,True,False,0
19375,1,24.99,568.57,5,28,10.0,57000.0,2,1,0.21166608452672023,26.65,8.0,1.0,4772,65.4,14.0,0.0,1.0,0,14.913073237508556,3.8357289527720737,True,False,False,False,False,0
15000,0,10.47,487.33,1,6,10.0,82500.0,0,0,0.21166608452672023,12.64,10.0,0.0,15740,52.0,12.0,1.0,0.0,0,21.749486652977414,0.4161533196440794,True,False,False,True,False,0
15000,0,14.99,519.91,2,13,3.0,14250.0,1,1,0.16351606805293006,50.29,9.0,0.0,9070,50.1,13.0,0.0,0.0,0,7.997262149212868,1.9110198494182067,False,False,True,False,True,0
15000,1,8.99,311.31,1,5,10.0,95000.0,0,0,0.17096774193548386,7.05,9.0,0.0,7363,17.4,34.0,3.0,0.0,0,15.501711156741958,2.2477754962354553,True,False,False,False,False,0
12000,0,13.11,404.97,1,8,2.0,90000.0,0,0,0.16351606805293006,26.67,25.0,0.0,29961,87.3,58.0,1.0,0.0,0,19.912388774811774,5.9110198494182065,True,False,False,True,False,0
18625,0,14.65,642.46,2,14,3.0,90000.0,1,0,0.21166608452672023,3.68,5.0,0.0,3293,74.8,20.0,4.0,0.0,0,18.913073237508556,3.8357289527720737,True,False,False,False,False,0
15500,0,10.99,507.38,1,6,2.0,69000.0,0,0,0.16351606805293006,26.46,12.0,0.0,15375,56.7,32.0,3.0,0.0,0,20.331279945242983,5.08145106091718,True,False,False,True,False,0
8000,0,12.69,268.36,2,11,7.0,32000.0,2,0,0.21166608452672023,13.73,9.0,0.0,3527,47.7,17.0,0.0,0.0,0,13.248459958932239,3.668720054757016,False,False,True,False,False,0
7550,0,13.67,256.84,1,9,8.0,32000.0,2,0,0.21166608452672023,13.09,11.0,0.0,10152,56.7,20.0,0.0,0.0,0,16.583162217659137,5.248459958932238,False,True,False,True,False,0
14425,1,20.99,390.17,4,24,10.0,29000.0,1,1,0.21166608452672023,12.62,5.0,1.0,1271,18.7,20.0,2.0,1.0,0,28.91170431211499,3.082819986310746,False,False,True,True,False,1
15000,0,9.76,482.32,1,7,7.0,147000.0,2,0,0.21166608452672023,5.39,6.0,0.0,16940,52.1,7.0,0.0,0.0,0,27.583846680355922,3.082819986310746,True,False,False,True,False,0
6025,0,14.46,207.27,2,13,10.0,92000.0,1,0,0.21166608452672023,13.92,8.0,0.0,13096,86.2,9.0,0.0,0.0,0,11.501711156741958,2.74880219028063,False,False,True,True,False,0
8000,0,5.32,240.92,0,0,10.0,85000.0,0,0,0.21166608452672023,24.98,26.0,0.0,27139,50.1,55.0,8.0,0.0,0,36.50102669404517,3.5017111567419574,True,False,False,True,False,0
3000,0,13.33,101.56,2,12,3.0,42000.0,2,0,0.21166608452672023,19.57,6.0,0.0,811,15.6,8.0,0.0,0.0,0,15.082819986310746,3.249828884325804,False,False,True,True,False,0
35000,0,9.67,1123.94,1,5,10.0,210000.0,1,0,0.16351606805293006,11.47,12.0,0.0,40965,85.3,27.0,5.0,0.0,0,36.668035592060235,4.7501711156741955,True,False,False,False,False,0
8550,0,18.99,313.37,3,18,6.0,65000.0,1,1,0.21166608452672023,22.99,9.0,1.0,3246,36.5,18.0,1.0,1.0,0,18.913073237508556,2.9130732375085557,True,False,False,False,False,0
5000,0,9.17,159.4,1,6,10.0,88300.0,2,0,0.21166608452672023,17.71,9.0,2.0,7158,69.5,12.0,0.0,1.0,0,12.501026694045175,3.5017111567419574,False,False,True,True,False,0
25000,1,24.99,733.64,5,28,9.0,67000.0,1,1,0.1796875,1.83,3.0,0.0,3627,48.4,6.0,0.0,0.0,0,10.414784394250514,4.8350444900752905,False,False,True,True,False,0
18400,1,16.02,447.65,2,14,10.0,175000.0,0,0,0.21166608452672023,18.86,16.0,0.0,7649,18.3,46.0,4.0,0.0,0,27.99726214921287,1.5003422313483916,True,False,False,True,False,0
7000,0,9.17,223.16,1,6,10.0,72000.0,0,1,0.21166608452672023,21.65,8.0,0.0,15997,63.5,20.0,3.0,0.0,0,15.501711156741958,3.583846680355921,False,False,True,False,False,0
20700,0,10.99,677.6,1,8,10.0,92000.0,2,0,0.21166608452672023,18.08,21.0,1.0,30853,50.8,44.0,9.0,0.0,0,28.331279945242983,3.7508555783709787,True,False,False,False,False,0
18000,0,13.99,615.11,2,10,10.0,77000.0,0,1,0.2225705329153605,25.17,20.0,0.0,13418,66.6,50.0,3.0,0.0,0,30.414784394250514,6.581793292265571,True,False,False,False,False,0
18000,0,11.49,593.49,1,9,8.0,42000.0,2,0,0.17096774193548386,11.17,9.0,2.0,5709,51.9,27.0,1.0,0.0,0,22.16290212183436,2.080766598220397,True,False,False,True,False,0
24000,0,5.32,722.76,0,0,3.0,125000.0,0,0,0.17096774193548386,9.1,7.0,0.0,22218,44.1,12.0,2.0,0.0,0,14.581793292265571,3.5017111567419574,True,False,False,True,False,0
12875,0,8.39,405.78,0,4,10.0,76000.0,1,0,0.21166608452672023,28.31,14.0,0.0,25638,61.0,30.0,3.0,0.0,0,23.416837782340863,4.41615331964408,True,False,False,True,False,0
19200,0,13.11,647.95,1,8,2.0,155000.0,1,0,0.21166608452672023,13.46,10.0,0.0,35068,82.7,23.0,2.0,0.0,0,21.83436002737851,6.329911019849418,False,False,True,False,False,0
6400,0,16.2,225.64,2,13,10.0,90000.0,1,1,0.16351606805293006,13.91,14.0,0.0,10449,49.3,25.0,0.0,0.0,0,18.99794661190965,5.163586584531143,False,False,True,False,False,0
10000,0,10.25,323.85,1,6,10.0,67000.0,0,0,0.21166608452672023,15.17,13.0,0.0,8180,49.6,23.0,1.0,0.0,1,32.50102669404517,8.91170431211499,True,False,False,False,False,0
27500,0,14.65,948.59,2,14,9.0,108000.0,2,0,0.21166608452672023,14.92,12.0,0.0,39933,87.2,31.0,4.0,0.0,0,15.997262149212867,3.583846680355921,True,False,False,True,False,0
33600,0,18.99,1077.33,3,17,4.0,78420.0,2,0,0.21166608452672023,20.93,11.0,0.0,25685,62.8,14.0,0.0,0.0,0,12.331279945242985,1.6673511293634498,False,False,True,False,False,0
35000,0,14.49,1204.57,2,13,5.0,96000.0,2,1,0.21166608452672023,8.36,12.0,0.0,10906,56.5,27.0,4.0,0.0,0,36.16427104722793,2.4996577686516086,True,False,False,True,False,0
25000,0,13.99,854.32,2,13,10.0,60000.0,1,0,0.21166608452672023,22.8,8.0,0.0,14705,54.9,18.0,0.0,0.0,0,17.3305954825462,3.8357289527720737,False,False,True,True,False,0
9000,0,13.33,304.68,2,12,10.0,120000.0,1,0,0.29850746268656714,16.22,6.0,3.0,6936,60.3,15.0,0.0,0.0,0,18.49965776865161,3.7508555783709787,False,False,True,False,False,0
1000,0,18.06,36.19,3,16,10.0,57000.0,2,0,0.16216216216216217,11.07,18.0,0.0,14049,8.7,44.0,7.0,0.0,0,15.75085557837098,1.5003422313483916,False,False,True,False,False,0
12175,0,14.09,416.65,1,9,8.0,35000.0,1,1,0.21166608452672023,34.63,12.0,0.0,11889,59.4,16.0,0.0,0.0,0,11.997262149212867,6.16290212183436,False,False,True,False,False,0
28000,0,6.92,863.54,0,3,10.0,600000.0,1,0,0.17096774193548386,4.4,18.0,0.0,26520,23.0,33.0,3.0,0.0,0,17.9958932238193,3.668720054757016,True,False,False,True,False,0
5000,0,12.69,167.73,2,11,4.0,55000.0,1,0,0.21166608452672023,21.99,18.0,0.0,7319,41.8,45.0,0.0,0.0,0,17.415468856947296,3.3319644079397674,False,False,True,False,False,0
7000,0,14.46,240.82,2,13,10.0,125000.0,2,0,0.2225705329153605,29.02,23.0,1.0,16350,43.1,46.0,5.0,0.0,0,14.414784394250514,2.833675564681725,False,False,True,True,False,0
13850,1,25.83,413.29,6,31,1.0,33000.0,1,0,0.21166608452672023,26.18,13.0,0.0,8851,43.4,50.0,0.0,0.0,0,13.66735112936345,3.7508555783709787,False,False,True,False,False,0
4000,0,6.24,122.13,0,1,10.0,96000.0,2,0,0.2225705329153605,12.88,7.0,0.0,9588,23.1,20.0,3.0,0.0,0,23.835728952772072,3.082819986310746,True,False,False,True,False,0
4900,0,6.92,151.12,0,3,2.0,65000.0,0,0,0.16351606805293006,15.29,21.0,0.0,11662,31.0,31.0,4.0,0.0,0,17.83436002737851,3.7508555783709787,True,False,False,True,False,0
10000,0,9.16,318.75,1,6,9.0,75000.0,0,0,0.21166608452672023,20.24,13.0,0.0,11580,24.8,23.0,0.0,0.0,0,10.99794661190965,2.6666666666666665,False,False,True,False,False,0
11625,0,6.62,356.93,0,1,3.0,65000.0,1,0,0.29850746268656714,9.95,5.0,0.0,40,0.3,16.0,6.0,0.0,0,20.082135523613964,6.247775496235455,True,False,False,False,False,0
12000,1,19.72,316.06,3,19,10.0,46400.0,1,0,0.21166608452672023,25.37,18.0,0.0,10761,69.4,30.0,1.0,0.0,0,16.164271047227928,6.247775496235455,True,False,False,False,False,0
15450,1,9.75,326.37,1,7,3.0,46620.0,0,0,0.21166608452672023,20.33,8.0,0.0,6849,22.0,27.0,0.0,0.0,0,14.74880219028063,2.833675564681725,False,False,True,True,False,0
9000,0,13.49,305.38,2,11,10.0,45647.0,1,0,0.21166608452672023,19.48,6.0,0.0,6831,91.0,39.0,4.0,0.0,0,14.99794661190965,2.16290212183436,True,False,False,False,False,0
5000,0,13.06,168.62,2,10,8.0,150000.0,0,1,0.22972972972972974,13.91,17.0,0.0,18099,57.8,25.0,0.0,0.0,0,14.833675564681725,0.5831622176591376,False,False,True,True,True,0
14400,0,9.17,459.06,1,5,4.0,60000.0,0,0,0.21166608452672023,28.62,13.0,0.0,18293,52.6,28.0,1.0,0.0,0,17.66735112936345,4.41615331964408,True,False,False,True,False,0
8550,0,13.98,292.14,2,12,7.0,34444.0,0,1,0.21166608452672023,25.47,15.0,1.0,6130,55.7,32.0,1.0,1.0,0,16.501026694045173,4.583162217659138,True,False,False,True,False,0
7200,0,16.02,253.21,2,14,3.0,72000.0,2,0,0.21166608452672023,15.75,5.0,0.0,15544,69.7,6.0,0.0,0.0,0,4.164271047227926,0.9965776865160849,False,False,True,True,False,0
24000,0,17.57,862.49,3,18,4.0,72000.0,1,0,0.21166608452672023,28.05,10.0,0.0,32757,67.1,12.0,0.0,0.0,0,9.500342231348391,4.41615331964408,False,False,True,True,False,0
20000,0,8.19,628.49,0,4,2.0,60000.0,2,0,0.21166608452672023,18.52,14.0,0.0,8811,13.4,22.0,2.0,0.0,0,26.833675564681723,3.997262149212868,True,False,False,False,False,0
13125,1,19.99,347.66,4,23,2.0,40000.0,1,1,0.21166608452672023,29.19,15.0,0.0,7831,29.4,29.0,0.0,0.0,0,27.750855578370977,3.082819986310746,False,False,True,True,False,0
3500,0,25.89,140.82,6,32,1.0,14600.0,2,1,0.2225705329153605,8.14,4.0,0.0,1193,79.5,4.0,0.0,0.0,0,7.416837782340862,3.997262149212868,False,False,True,False,False,0
6625,0,10.99,216.87,1,6,3.0,30000.0,1,0,0.16351606805293006,12.96,10.0,0.0,5624,45.4,13.0,0.0,0.0,0,12.668035592060233,5.163586584531143,False,False,True,True,False,0
20000,1,17.86,506.35,3,19,10.0,60000.0,2,1,0.21166608452672023,23.36,11.0,0.0,11314,61.8,21.0,1.0,0.0,0,10.499657768651609,3.668720054757016,True,False,False,True,False,0
24000,1,13.99,558.32,2,13,10.0,52000.0,2,0,0.21166608452672023,24.72,9.0,1.0,13287,44.0,16.0,0.0,1.0,0,20.082135523613964,3.8357289527720737,False,False,True,False,False,0
